"Gene ID",Notes
DDB_G0271558,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-JUN-2011 RD"
DDB_G0271602,"Note, the second intron of this gene model is uncharacteristically short at 58 nt; please use this gene model with caution! 26-JUL-2011 RD"
DDB_G0271642,"The Curated Model does not start with an ATG, however, two ESTs confirm the presence of an ATG."
DDB_G0271666,"There are 10 nt differences and a 3 nt insertion in the sequence from the Sequencing Center compared to the sequence in GenBank record M15968, resulting in one insertion at position 184 and 6 amino acid substitutions at positions 124, 128, 138, 156, 177, and 256.<br/>","ESTs DDB0035454, DDB0094448, DDB0096885 indicate that there might be a splice variant in which the fourth intron is longer; however, due to the lack of splicing sites in the genomic sequence in this region, it is not possible to make an alternative gene model. "
DDB_G0271668,"The sequences from the Sequencing Center and GenBank record AY007805 are identical."
DDB_G0271670,"ESTs suggest there are several transcripts differing in their start and resulting in different 5'UTR introns"
DDB_G0271696,"There are 9 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record M15967, resulting in 6 amino acid substitutions at positions 88, 97, 124, 128, 138 and 185."
DDB_G0271704,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 25-FEB-2011 RD"
DDB_G0271736,"The Curated Model is based on GenBank record L21013. The Sequencing Center gene prediction has misplaced the first exon and predicts the length of the second intron to be 165 nt, rather than 51 nt.","There are 3 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record L21013, resulting in 2 amino acid substitutions at positions 99 and 192."
DDB_G0271738,"The sequences from the Sequencing Center and GenBank record AJ000492 are identical."
DDB_G0271760,"To provide the best possible curated model, an artificial 3 nt gap has been introduced to compensate for a stop codon in place of residue 13. This change is supported by sequence similarity to a D. pupureum protein."
DDB_G0271812,"Based on unpublished cDNA there is a 2 nt insertion and three point mutations in the genomic sequence. To compensate for the insertion a 2 nt artificial gap has been introduced in the curated model. The point mutations result in two amino acid changes at positions 13R->T and 19Y->E, which cannot be reflected in the curated model. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0271812"">community annotation</a> page.</b>"
DDB_G0271834,"Note, the introns of this gene model are uncharacteristically short at 55 and 59 nt, respectively; please use this gene model with caution! 24-AUG-2011 RD  "
DDB_G0271840,"There is an intron in the 5' UTR of this gene. "
DDB_G0271848,"The sequence from the Sequencing Center and the sequence from Genbank record M96668 are identical"
DDB_G0271868,"The sequences from the Sequencing Center and GenBank record AY160107 are identical."
DDB_G0271916,"The Curated Model is based on the Sequencing Center gene prediction. GenBank record U48298 indicates the presence of an additional 431 nt intron 5' of the gene. Due to discrepancies between the sequence from GenBank and the sequence from the Sequencing Center, that first exon cannot be reconstituted. <br>Moreover, there are promoter elements located between -144 and -256 from the start codon of the Curated Model <b>(see <a href=""http://wiki.dictybase.org/dictywiki/index.php/RtoA"">rtoA Community Annotations</a>)</b>, providing additional support for the Curated Model."
DDB_G0271918,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-FEB-2011 RD"
DDB_G0271922,"The sequence from the Sequencing Center and the sequence from GenBank record AY392437 are identical."
DDB_G0271924,"There is 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY392437, resulting in 1 amino acid substitution at position 2."
DDB_G0272004,"The sequences from the Sequencing Center and GenBank record EU047552 are identical."
DDB_G0272032,"The sequences from the Sequencing Center and GenBank record AY160096 are identical."
DDB_G0272038,"Reconciled with geneDDB0233268- gene prediction is in the wrong orientation. PG 2-13-2006"
DDB_G0272104,"The sequences from the Sequencing Center and GenBank record M25132 are identical.","In http://www.expasy.org/cgi-bin/lists?dicty.txt acpB/cap34 is named abpD. However, the fact that abpD is interaptin and abpF is missing in this record suggest that the name abpD for this gene is incorrect. It is likely that acpB has also been named abpF. In PM ID 8643615 locus abpF is on chr6. 5/21/03 PF"
DDB_G0272106,"The sequence from the Sequencing Center and the sequence from GenBank record AF095929 are identical."
DDB_G0272108,"The splice acceptor of the second intron is divergent from the consensus (AGG rather than AG; GenBank record AF081800 has AAG). The predicted proteins are identical. "
DDB_G0272110,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from GenBank record L34674 are identical."
DDB_G0272112,"There are 11 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record U42409, resulting in 8 amino acid substitutions at positions 191, 284, 291, 550, 865, 866, 1041 and 1389."
DDB_G0272114,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record AF019983, however, the sequence from the Sequencing Center has been verified."
DDB_G0272116,"The sequence from the Sequencing Center and the sequence from Genbank record AF161253 are identical"
DDB_G0272118,"There is 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF176121, proteins encoded are identical"
DDB_G0272120,"The sequence from the Sequencing Center and the sequence from Genbank record AF076598 are identical"
DDB_G0272216,"EST ddc45o06 <a href=""http://dictybase.org/db/cgi-bin/feature_page.pl?dictybaseid=DDB0103032"">DDB0103032</a> completely matches aslE, contrary to what BLAST alignment suggests."
DDB_G0272238,"An intron exists in the 3'UTR of this gene, which accounts for the apparent difference between the Curated Model and the ESTs."
DDB_G0272248,"This gene is called <i>actS</i> in PMID 8643615 (Loomis, pers. comm.) PG 5-23-2003"
DDB_G0272516,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 10-FEB-2011 PF"
DDB_G0272522,"The sequence from the Sequencing Center and the sequence from Genbank record AY283053 are identical."
DDB_G0272524,"The coding sequences from the Sequencing Center and GenBank record AY387644 are identical."
DDB_G0272528,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-JUN-2011 RD"
DDB_G0272534,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 10-FEB-2011 PF"
DDB_G0272558,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-JUN-2011 RD"
DDB_G0272560,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record X52688, however, the sequence from the Sequencing Center has been verified."
DDB_G0272562,"The sequences from the Sequencing Center and GenBank record M27588 are identical."
DDB_G0272564,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record V00194, however, the sequence from the Sequencing Center has been verified."
DDB_G0272566,"In comparison to the sequence from the Sequencing Center there is a 1 nt gap and a 1 nt insertion in GenBank record U96916, resulting in 2 amino acid substitutions at positions 193 and 194."
DDB_G0272568,"The sequence from the Sequencing Center and the sequence from Genbank record AB055926 are identical."
DDB_G0272610,"The curated model starts 103 nt upstream from the Sequencing Center Prediction, adding 21 amino acids. "
DDB_G0272616,"The sequences from the Sequencing Center and GenBank record L36941 are identical."
DDB_G0272622,"Note that this gene overlaps slightly at the 5' end with the 3' end of its neighboring gene."
DDB_G0272670,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 01-MAR-2011 PF"
DDB_G0272700,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-FEB-2011 PF"
DDB_G0272702,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-FEB-2011 PF"
DDB_G0272762,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 14-FEB-2011 PF"
DDB_G0272781,"Note that the splice acceptor after the first intron is unusual (AAT), however, the first exon is strongly supported by similarity and one EST."
DDB_G0272791,"There are 2 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record U78758, resulting in 1 amino acid substitution at position 448."
DDB_G0272793,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-FEB-2011 PF"
DDB_G0272795,"The sequence from the Sequencing Center and the sequence from GenBank record AJ310674 are identical."
DDB_G0272797,"Note that this gene overlaps slightly at the 3' end with the 5' end of its neighboring gene."
DDB_G0272799,"The sequences from the Sequencing Center and GenBank record AF487784 are identical."
DDB_G0272813,"The sequences from the Sequencing Center and GenBank record M80808 are identical."
DDB_G0272815,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record L36205, however, the sequence from the Sequencing Center has been verified."
DDB_G0272819,"The sequences from the Sequencing Center and GenBank record L39778 are identical."
DDB_G0272821,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-JUN-2011 RD"
DDB_G0272825,"The sequences from the Sequencing Center and GenBank record AF039748 are identical."
DDB_G0272827,"Note regarding this sequence: Sequencing Center sequence has 1 nt difference compared to the sequence in GenBank record AB070450; both encode identical proteins."
DDB_G0272831,"The sequences from the Sequencing Center and GenBank record L22213 are identical. "
DDB_G0272833,"The sequences from the Sequencing Center and GenBank record M27588 are identical."
DDB_G0272835,"The sequence from the Sequencing Center and the sequence from GenBank record AY347275 are identical."
DDB_G0272839,"There is 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY208849, resulting in 1 amino acid substitution at position 348."
DDB_G0272845,"The second intron of this gene model is uncharacteristically short and the genomic sequence seems to contain a frame shift; please use this curated model with caution. 25-JUL-2011 PF"
DDB_G0272857,"The Sequencing Center predicts that the intron starts 6 nt downstream compared with the Curated Gene Model; however ESTs and sequence similarity support the Curated Model splice donor."
DDB_G0272875,"There are several mismatches and a 3 nt insertion between the sequence from the Sequencing Center and the mRNA sequence in GenBank record AY593970, resulting in 1 amino acid insertion and 4 substitutions at position 25 - 29. However, ESTs confirm the sequence in GenBank record AY593970. <b>The correct sequence is shown in the <a href=""http://wiki.dictybase.org/dictywiki/index.php/cpnB-1"">community annotation</a> Page.</b> "
DDB_G0272877,"ESTs indictate that there is an intron in the 5'UTR of this gene."
DDB_G0272879,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 16-FEB-2011 RD"
DDB_G0272905,"18-DEC-2020 RD//Added generic summary paragraph; no additional information found in pubmed search; updated curation status note; previous note ""Basic annotations have been added to this gene, 14-SEP-2004 PG"""
DDB_G0272911,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 06-MAY-2011 RD"
DDB_G0272917,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-FEB-2011 PF"
DDB_G0272963,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 01-MAR-2011 PF"
DDB_G0272979,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-MAR-2011 PF"
DDB_G0272989,"Two ESTs provide conflicting evidence for the gene model, however, there is no ATG near the beginning of the ESTs. "
DDB_G0272993,"In addition to other changes in intron/exon boundaries, one short intron in the Sequencing Center Model has been deleted in the Curated Model and instead a 2nt artificial gap has been introduced to keep an open reading frame."
DDB_G0272999,"Note, the genomic sequence contains a frame shift; to compensate a 1 nt artificial gap has been introduced in the most 3' exon."
DDB_G0273007,"EST DDB0153404 suggests that there is an intron near the 5' end of this gene. "
DDB_G0273023,"Note, PMID 18173832 reports that the first exon of this gene model is incorrect and the N-terminal protein sequence should be MTILGSISS; however, it seems that the genomic sequence has a frame shift and the correct gene model cannot be added. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/sigN2"">community annotation</a> page.</b> 06-MAR-2015 PF"
DDB_G0273051,"The sequences from the Sequencing Center and GenBank record AJ314911 are identical."
DDB_G0273059,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF003547, however, the sequence from the Sequencing Center has been verified."
DDB_G0273061,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record X15385, however, the sequence from the Sequencing Center has been verified.  "
DDB_G0273063,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record J01282, however, the sequence from the Sequencing Center has been verified."
DDB_G0273065,"The sequences from the Sequencing Center and GenBank record J01284 are identical."
DDB_G0273069,"The sequences from the Sequencing Center and GenBank record L23067 are identical."
DDB_G0273071,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U13150, however, the sequence from the Sequencing Center has been verified."
DDB_G0273073,"There is a 2 nt difference between the sequence from the Sequencing Center and the sequence in AF482395, resulting in 1 amino acid substitution at position 2."
DDB_G0273097,"There is a 3 nt gap in the sequence in GenBank record L07125 compared to the sequence from the Sequencing Center, however, the sequence from the Sequencing Center has been verified."
DDB_G0273107,"The sequences from the Sequencing Center and GenBank record AF356600 are identical.  "
DDB_G0273131,"There is an intron in the 5' UTR of this gene. ","The sequences from the Sequencing Center and GenBank records FB718682 and HB869859 are identical."
DDB_G0273135,"At the translation stop, the genomic sequence contains ""tta"" instead of a ""taa"" as derived from unpublished AX4 reference sequence (Gareth Bloomfield, private communication); an artificial one nt gap has been introduced in the curated model to create a stop codon."
DDB_G0273153,"ESTs show there is a 1nt deletion in the genomic sequence; to provide the longest possible reading frame, an artificial 2 nt gap has been introduced in the curated model"
DDB_G0273161,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-MAR-2011 RD"
DDB_G0273175,"The sequences from the Sequencing Center and GenBank record AF405695 are identical. "
DDB_G0273209,"There is an intron in the 5' UTR of this gene. "
DDB_G0273249,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF025951, however, the sequence  from the Sequencing Center has been verified."
DDB_G0273251,"Two genes encode the Skp1 protein, named <a href=""/db/cgi-bin//gene_page.pl?gene_name=fpaA"">fpaA</a> and fpaB, differing by 1 intron, 33 nt, and 1 aa.","The sequences from the Sequencing Center and GenBank record U73686 are identical."
DDB_G0273257,"The sequences from the Sequencing Center and GenBank record AY221643 are identical."
DDB_G0273259,"The sequence from the Sequencing Center and the sequence from Genbank record AY232265 are identical."
DDB_G0273261,"The sequences from the Sequencing Center and GenBank record AY392439 are identical."
DDB_G0273265,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 16-FEB-2011 PF"
DDB_G0273301,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 10-FEB-2011 PF"
DDB_G0273311,"Two ESTs provide conflicting evidence for the gene model, however, when translated they do not produce an open reading frame."
DDB_G0273341,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 10-FEB-2011 PF"
DDB_G0273371,"The genomic sequence of this gene contains one frame shift in an A/T-ich region that has been compensated by a 2 nt artificial gap in the curated model to provide the best open reading frame; use with caution! 22-FEB-2011 PF"
DDB_G0273373,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-FEB-2011 PF"
DDB_G0273397,"The sequences from the Sequencing Center and GenBank record M21824 are identical."
DDB_G0273399,"This gene has a 18 nt-long sequence repeated 6 times between nt 193 and 285. GenBank record AF446007 predicts 8 repetitions of the sequence, resulting in a 12 amino acids insertion in the predicted protein."
DDB_G0273443,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in AY191018, resulting in 1 amino acid substitution at position 714."
DDB_G0273445,"The sequences from the Sequencing Center and GenBank record AY353245 are identical. The partial mRNA sequence from GenBank record U36938 contains a 1 nt gap, resulting in a frameshift after residue 394."
DDB_G0273447,"The sequences from the Sequencing Center and GenBank record AY437927 are identical."
DDB_G0273475,"There is 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF362371, resulting in 1 amino acid substitution at position 1559.","Note that the two copies of this gene are not identical: There is an A to T mutation near the end of the gene which creates a stop 4 nt earlier in dhkI-2 compared to dhkI-1."
DDB_G0273553,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in AY191018, resulting in 1 amino acid substitution at position 714."
DDB_G0273601,"The sequences from the Sequencing Center and GenBank record AY392439 are identical."
DDB_G0273615,"Two genes encode the Skp1 protein, named <a href=""/db/cgi-bin//gene_page.pl?gene_name=fpaA"">fpaA</a> and fpaB, differing by 1 intron, 33 nt, and 1 aa.","The sequences from the Sequencing Center and GenBank record U73686 are identical.  "
DDB_G0273625,"At the translation stop, the genomic sequence contains ""tta"" instead of a ""taa"" as derived from unpublished AX4 reference sequence (Gareth Bloomfield, private communication); an artificial one nt gap has been introduced in the curated model to create a stop codon."
DDB_G0273635,"The sequence from the Sequencing Center and the sequence from Genbank record AY232265 are identical."
DDB_G0273637,"Two ESTs provide conflicting evidence for the gene model, however, when translated they do not produce an open reading frame."
DDB_G0273639,"There is an intron in the 5' UTR of this gene. ","The sequences from the Sequencing Center and GenBank records FB718682 and HB869859 are identical."
DDB_G0273657,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U13150, however, the sequence from the Sequencing Center has been verified."
DDB_G0273667,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-FEB-2011 PF"
DDB_G0273681,"The genomic sequence of this gene contains one frame shift in an A/T-ich region that has been compensated by a 2 nt artificial gap in the curated model to provide the best open reading frame; use with caution! 22-FEB-2011 PF"
DDB_G0273753,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 06-MAY-2011 RD"
DDB_G0273797,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 10-FEB-2011 PF"
DDB_G0273899,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 24-FEB-2011 PF"
DDB_G0273911,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-MAR-2011 RD"
DDB_G0273923,"ESTs show there is a 1nt deletion in the genomic sequence; to provide the longest possible reading frame, an artificial 2 nt gap has been introduced in the curated model"
DDB_G0274007,"Note that this gene overlaps slightly at the 3' end with the 5' end of its neighboring gene."
DDB_G0274009,"Note that this gene overlaps slightly at the 5' end with the 3' end of its neighboring gene."
DDB_G0274023,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record X52688, however, the sequence from the Sequencing Center has been verified."
DDB_G0274031,"The curated model starts 103 nt upstream from the Sequencing Center Prediction, adding 21 amino acids. "
DDB_G0274047,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 16-FEB-2011 RD"
DDB_G0274049,"ESTs indictate that there is an intron in the 5'UTR of this gene."
DDB_G0274051,"There are several mismatches and a 3 nt insertion between the sequence from the Sequencing Center and the mRNA sequence in GenBank record AY593970, resulting in 1 amino acid insertion and 4 substitutions at position 25 - 29. However, ESTs confirm the sequence in GenBank record AY593970.  The correct sequence is shown in the <a href=""http://wiki.dictybase.org/dictywiki/index.php/cpnB-2"">community annotation</a> Page. "
DDB_G0274089,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-FEB-2011 PF"
DDB_G0274099,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record AB070447, however, the sequence from the Sequencing Center has been verified. "
DDB_G0274101,"There is 1 nt difference and 3 nt gaps between the sequence from the Sequencing Center and the sequence in GenBank record X96869, resulting in a frameshift and one deletion between amino acids 219 and 237."
DDB_G0274103,"The sequences from the Sequencing Center and GenBank record AF076603 are identical."
DDB_G0274105,"The sequences from the Sequencing Center and GenBank record AF076602 are identical. The second exon of the curated gene model is 9 nt longer than the Sequencing Center gene prediction, based on EST data."
DDB_G0274107,"The sequence from the Sequencing Center and the partial gene sequence from Genbank record U67089 are identical"
DDB_G0274109,"There are several differences between the sequence from the Sequencing Center and the sequence in GenBank record AJ002382, however, the sequence from the Sequencing Center has been verified."
DDB_G0274111,"There is a difference between the Sequencing Center genomic sequence and the mRNA in GenBank record X94340, however, the sequence of the Sequencimg Center has been verified by ESTs."
DDB_G0274113,"There are several differences between GenBank record X15710 and the sequence from the Sequencing Center: 2 nt exchanges, one insertion, and 3 gaps. This results in amino acid differences in residues 100, 101, 148-159, and 211-255 (the predicted protein from X15710 ends at residue 237). EST's support the gene model from the Sequencing Center."
DDB_G0274115,"The sequences from the Sequencing Center and GenBank record AF482387 are identical."
DDB_G0274117,"There are 2 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record AF482387, resulting in 2 amino acids substitutions at positions 5 and 622."
DDB_G0274119,"The sequences from the Sequencing Center and GenBank record AF465307 are identical."
DDB_G0274121,"The Curated Model is based on the gene prediction from the Sequencing Center. The GenBank record predicts that the intron starts 21 nt upstream; however ESTs and sequence similarity support the Sequencing Center gene model."
DDB_G0274123,"The sequence from the Sequencing Center and the sequence from Genbank record AF333186 are identical"
DDB_G0274125,"The sequences from the Sequencing Center and GenBank record AJ312388 are identical."
DDB_G0274127,"There are 12 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record AF051898, resulting in 11 amino acid substitutions at positions 65, 66, 80, 81, 87, 88, 91, 92, 95, and 97.","The Curated Model is based on GenBank record AF051898. The Sequencing Center predicts only two exons."
DDB_G0274129,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record X03282, however, the sequence from the Sequencing Center has been verified."
DDB_G0274135,"This gene is called <i>actJ/K</i> in PMID 8643615 (Loomis, pers. comm.) PG 5-23-2003"
DDB_G0274155,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-JUN-2011 RD"
DDB_G0274191,"The sequences from the Sequencing Center and GenBank record AF361474 are identical."
DDB_G0274217,"There are 4 nucleotide discrepancies resulting in 4 amino acid changes between the genomic sequence and the EST and AX4 reference (Gareth Bloomfield, private communication) sequences. The correct sequence is shown in the Community Annotations page. "
DDB_G0274267,"Note that this curated model contains two artificial 1 nt gaps, where the genomic sequence contains two stop codons. These stop codons are in a conserved region where the domains are located. The curated model has been created using the most conserved ORFs."
DDB_G0274283,"The genomic sequence contains the stop codon ""tga"" instead of a ""tca"" as derived from unpublished AX4 reference sequence (Gareth Bloomfield, private communication) and EST ddc11o21 3' (DDB0098833); this results in a stop codon instead of a Ser residue at position 315, an artificial gap has been created to keep the sequence in frame, missing the Ser residue. The correct protein sequence can be found on the community annotation page. "
DDB_G0274341,"04-SEP-2017 RD//Added gene name ""htmA"", protein synonym ""RAM3""  based on use in PMID:28847951; added gene product ""putative regulator of adhesion and motility 3""; updated curation status note; previous note ""A curated model has been added, 23-APR-2010 RD"""
DDB_G0274359,"Three artificial gaps have been created because the genomic sequence has three premature stop codons. These introns replace the residues lysine (2x) and tyrosine. ESTs confirm the sequence in GenBank record AY655132, where the correct protein sequence can be found."
DDB_G0274377,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 01-MAR-2011 PF"
DDB_G0274381,"The sequences from the Sequencing Center and GenBank record X90516 are identical."
DDB_G0274383,"The sequences from the Sequencing Center and GenBank record AY047363 are identical."
DDB_G0274387,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AJ238018, however, the sequence  from the Sequencing Center has been verified."
DDB_G0274391,"The sequence from the Sequencing Center and the sequence from GenBank record Y07497 are identical."
DDB_G0274405,"An artificial one nt gap has been introduced in the curated model to compensate for a frameshift and provide the best open reading frame. A discrepancy compared to unpublished AX4 reference sequence (private communication G. Bloomfield) in this position indicates an insertion of an A in the genomic sequence."
DDB_G0274415,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 24-JAN-2011 PF"
DDB_G0274417,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 24-JAN-2011 PF"
DDB_G0274455,"The sequences from the Sequencing Center and GenBank record L35321 are identical."
DDB_G0274459,"An intron exists in the 5'UTR of this gene, which accounts for the apparent difference between the Curated Model and the ESTs."
DDB_G0274543,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 06-MAY-2011 RD"
DDB_G0274551,"There are 2 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record U66523, resulting in 1 amino acid substitution at position 192, in the C-terminal low complexity region."
DDB_G0274569,"There is 1 nt difference between the Sequencing Center sequence and the sequence in GenBank record M87278, resulting in a 1 amino acid substitution at position 755."
DDB_G0274573,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF133212, however, the sequence from the Sequencing Center has been verified."
DDB_G0274575,"The sequences from the Sequencing Center and GenBank record AB017909 are identical."
DDB_G0274577,"There is a 3-nt insertion in the sequence from Genbank record AF111943 compared to the sequence from the Sequencing Center."
DDB_G0274579,"The coding sequences from the Sequencing Center and GenBank record AF205062 are identical."
DDB_G0274595,"There is 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF090443, resulting in 1 amino acid substitution at position 67."
DDB_G0274597,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record AF140780, however, the sequence from the Sequencing Center has been verified."
DDB_G0274603,"There is one nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AB102779, resulting in one amino acid susbtitution at position 935."
DDB_G0274605,"The sequences from the Sequencing Center and GenBank record AY160106 are identical."
DDB_G0274607,"The sequences from the Sequencing Center and GenBank record AY160102 are identical."
DDB_G0274637,"Note that this gene model has a non-consensus start and splice donor; use with caution!"
DDB_G0274643,"An artificial one nt gap has been introduced in the curated model to compensate for a frameshift and provide the best open reading frame. A discrepancy compared to unpublished AX4 reference sequence (private communication G. Bloomfield) in this position indicates an insertion of an G in the genomic sequence."
DDB_G0274655,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 14-JUN-2011 RD"
DDB_G0274669,"Several ESTs indicate an insertion of one T nucleotide in the genomic sequence; an artificial 1 nt gap has been introduced in the curated model to compensate and create the correct open reading frame."
DDB_G0274705,"Based on the sequence of two ESTs (DDB0164011, DDB0023106), the genomic sequence contains a 1 nt (T) deletion. An artificial 2 nt gap has been created in the curated model to provide the best possible ORF, resulting in the missing of one Valin residue at position 162. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0274705"">community annotation</a> page.</b>"
DDB_G0274801,"The genomic sequence contains ""tga"" instead of a ""gga"" as derived from unpublished AX4 reference sequence (Gareth Bloomfield, private communication) at two separate positions, resulting in stop codons instead of glycine residues; two artificial gaps have been created in the curated model to replace the stop codons. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0274801"">community annotation</a> page. </b>"
DDB_G0274809,"There is a 6 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AB213513, resulting in 4 amino acid substitutions at positions 3, 4, 5 and 9."
DDB_G0274823,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-FEB-2011 RD"
DDB_G0274829,"Note, an artificial 1 nt gap has been introduced in the curated model to delete a single A insertion that is not present in EST dda26o01; EST SLG394 also supports the curated model."
DDB_G0274861,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 17-MAY-2011 RD"
DDB_G0274885,"Note: There seems to be an insertion of one nucleotide (C) in what should be the the first exon; to represent the correct protein sequence in the curated model, an artificial 1 nt gap has been inserted to delete the C, supported by one EST and sequence similarity"
DDB_G0274907,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 14-FEB-2011 RD"
DDB_G0274909,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 05-MAY-2011 RD"
DDB_G0274915,"Bases on ESTs and sequence similarity, an artificial 1 nt gap was introduced to compensate for a frameshift in the sequence of this gene."
DDB_G0274939,"The sequences from GenBank records HC895315 and HC890783 are 23 residues shorter than the sequence from the Sequencing Center and contain one discrepancy."
DDB_G0274941,"Note, the first intron of this gene model is uncharacteristically short at 25 nt and also contains a non-consensus splice donor; please use this gene model with caution! 25-JUL-2011 PF"
DDB_G0274949,"Note that this gene model has a non-consensus start and splice donor; use with caution!"
DDB_G0274951,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 24-JAN-2011 PF"
DDB_G0274967,"Note, this curated gene model does not have a start codon; there is currently no additional support available for the gene model, the start has been selected based on strong sequence similarity to other D. discoideum genes in this gene family."
DDB_G0274977,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 21-MAR-2011 RD"
DDB_G0274991,"The first intron is an artificial 3 nt gap that has been introduced to remove a premature stop codon and create the best possible open reading frame; the gene model is supported by sequence similarity."
DDB_G0275007,"The Curated Model is based on the Sequencing Center gene prediction. The gene model in GenBank record Z11691 is 388 nt shorter on the 5' end.","There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record Z11691, however, the sequence from the Sequencing Center has been verified."
DDB_G0275009,"There are 6 nt differences and a 9 nt insertion between the sequence from the Sequencing Center and the sequence in GenBank record AJ238883, resulting in a 3 amino acids insertion in a stretch of 45 N and 3 amino acid substitution at positions 708, 872, and 880."
